flight_number,departure_station_code,arrival_station_code,scheduled_departure_dtl,entree_product_id,entree_description,entree_code,planned_entree_count,consumed_entree_count
2677,ORX,LAX,24-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
450,ORX,LAX,26-09-2022,60983,Zatar chicken,C,9,8
1035,IAX,PTX,27-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
5214,COX,ORX,16-09-2022,57994,Classic selection cheese tray,O,12,0
562,ORX,MCX,17-09-2022,61360,Brioche cheeseburger,B,8,0
1472,EWX,SDX,17-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
1923,IAX,INX,22-09-2022,60987,Impossible Meatball Bowl,V,5,4
2258,CLX,DEX,24-09-2022,58090,Classic selection cheese tray,O,12,0
1689,IAX,IAX,28-09-2022,58563,Tomato and kale baked egg,E,1,0
2409,SNX,DEX,30-09-2022,58981,Scrambled eggs,O,8,0
5562,GEX,DEX,25-09-2022,60985,Zatar chicken,C,7,4
2605,EWX,SAX,28-09-2022,60983,Zatar chicken,C,7,6
2667,DEX,SNX,28-09-2022,58563,Tomato and kale baked egg,E,1,6
1676,DEX,PHX,23-09-2022,60983,Zatar chicken,C,8,7
2215,JAX,EWX,24-09-2022,61529,Zatar chicken,C,7,0
2456,ORX,JAX,26-09-2022,61529,Zatar chicken,C,7,7
615,IAX,SMX,24-09-2022,61360,Brioche cheeseburger,B,3,0
215,SFX,IAX,30-09-2022,61360,Brioche cheeseburger,B,2,2
2279,ORX,SEX,30-09-2022,61360,Brioche cheeseburger,B,2,2
2270,DEX,RDX,18-09-2022,58981,Scrambled eggs,O,16,14
784,LAX,IAX,01-09-2022,60983,Zatar chicken,C,18,9
1661,IAX,SAX,12-09-2022,58563,Tomato and kale baked egg,E,2,0
371,EWX,LAX,23-09-2022,60983,Zatar chicken,C,7,0
1758,PIX,DEX,25-09-2022,60983,Zatar chicken,C,12,8
290,IAX,INX,19-09-2022,61529,Zatar chicken,C,7,7
688,EWX,IAX,06-09-2022,60987,Impossible Meatball Bowl,V,12,0
2657,IAX,SNX,10-09-2022,60983,Zatar chicken,C,7,6
1591,EWX,IAX,18-09-2022,61360,Brioche cheeseburger,B,1,0
1904,GUX,IAX,25-09-2022,58110,Vegetarian entree,V,6,0
6077,DFX,IAX,26-09-2022,57994,Classic selection cheese tray,O,12,8
1890,SFX,INX,21-09-2022,61360,Brioche cheeseburger,B,2,0
1584,ORX,DFX,08-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
2185,MCX,EWX,11-09-2022,60983,Zatar chicken,C,10,7
2411,LAX,IAX,05-09-2022,60983,Zatar chicken,C,11,0
1296,LAX,LIX,11-09-2022,58049,Cinnamon French toast,FT,5,5
1859,IAX,AUX,19-09-2022,61530,Impossible Meatball Bowl,V,4,2
1592,RSX,IAX,07-09-2022,60983,Zatar chicken,C,11,11
1806,LAX,EWX,25-09-2022,56490,Kosher Meal,KS,1,1
1800,MIX,EWX,27-09-2022,58981,Scrambled eggs,O,8,0
2328,ORX,SFX,27-09-2022,60983,Zatar chicken,C,13,0
2453,EWX,STX,29-09-2022,58981,Scrambled eggs,O,22,11
2247,IAX,RSX,07-09-2022,61529,Zatar chicken,C,5,0
1872,IAX,PHX,13-09-2022,61360,Brioche cheeseburger,B,2,0
2043,PHX,ORX,16-09-2022,58981,Scrambled eggs,O,10,0
1731,LAX,MCX,25-09-2022,61530,Impossible Meatball Bowl,V,10,4
2451,IAX,DEX,29-09-2022,58019,Belgium waffle,WF,9,0
1620,IAX,CUX,28-09-2022,58019,Belgium waffle,WF,8,0
2473,IAX,DCX,20-09-2022,61360,Brioche cheeseburger,B,1,0
1263,ORX,BOX,29-09-2022,61524,Scrambled eggs,O,6,6
1826,DEX,CMX,23-09-2022,61360,Brioche cheeseburger,B,2,0
754,SFX,ATX,08-09-2022,61530,Impossible Meatball Bowl,V,3,3
437,SFX,BWX,08-09-2022,60983,Zatar chicken,C,10,0
214,IAX,SNX,09-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
1043,EWX,AUX,11-09-2022,60983,Zatar chicken,C,8,0
557,SFX,DEX,14-09-2022,61360,Brioche cheeseburger,B,6,0
287,CLX,DEX,18-09-2022,60987,Impossible Meatball Bowl,V,12,3
1494,IAX,DEX,21-09-2022,60983,Zatar chicken,C,18,12
2487,TPX,ORX,24-09-2022,58981,Scrambled eggs,O,8,8
517,SEX,LAX,02-09-2022,61529,Zatar chicken,C,7,6
1162,EWX,PVX,03-09-2022,58019,Belgium waffle,WF,10,5
1413,EWX,SAX,03-09-2022,60987,Impossible Meatball Bowl,V,6,0
2241,SFX,MCX,03-09-2022,58981,Scrambled eggs,O,10,0
1802,DEX,LAX,03-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
287,CLX,DEX,04-09-2022,60983,Zatar chicken,C,10,7
1118,DFX,IAX,09-09-2022,61529,Zatar chicken,C,7,7
724,ORX,PHX,09-09-2022,60987,Impossible Meatball Bowl,V,6,4
617,SEX,ORX,01-09-2022,58019,Belgium waffle,WF,10,6
1500,EWX,LAX,06-09-2022,58488,Tapas,O2,22,22
315,DEX,TPX,07-09-2022,60983,Zatar chicken,C,12,6
2475,ORX,DEX,08-09-2022,58981,Scrambled eggs,O,28,28
2093,SEX,EWX,08-09-2022,61529,Zatar chicken,C,7,5
633,IAX,LAX,09-09-2022,56490,Kosher Meal,KS,2,2
2621,EWX,PBX,09-09-2022,58981,Scrambled eggs,O,7,0
1560,EWX,SAX,11-09-2022,58981,Scrambled eggs,O,3,3
598,EWX,LAX,11-09-2022,58981,Scrambled eggs,O,11,0
727,EWX,SEX,01-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
1024,RDX,DEX,04-09-2022,60983,Zatar chicken,C,20,10
2426,IAX,ORX,06-09-2022,61360,Brioche cheeseburger,B,10,5
1159,LAX,HNX,08-09-2022,57484,Tomato and kale baked egg,E,22,-7
1756,EWX,IAX,10-09-2022,58019,Belgium waffle,WF,25,0
653,BWX,IAX,01-09-2022,60983,Zatar chicken,C,10,0
1081,EWX,SJX,01-09-2022,58563,Tomato and kale baked egg,E,1,1
2627,SFX,IAX,03-09-2022,60983,Zatar chicken,C,13,13
5407,DEX,HSX,04-09-2022,60985,Zatar chicken,C,7,0
442,EWX,FLX,06-09-2022,61530,Impossible Meatball Bowl,V,4,0
1781,SFX,TPX,11-09-2022,58563,Tomato and kale baked egg,E,3,3
518,JFX,LAX,13-09-2022,54076,Cacio e Pepe ravioli,P,8,3
1176,SFX,HNX,16-09-2022,57484,Tomato and kale baked egg,E,42,0
2091,IAX,DEX,17-09-2022,60549,Vegetarian chili and polenta cake,V,4,0
1100,SJX,IAX,18-09-2022,58109,Chicken breast entree,C,10,10
517,LAX,JFX,18-09-2022,53014,Thai chicken,C,11,0
1682,SFX,CMX,21-09-2022,60983,Zatar chicken,C,16,0
412,SFX,DEX,22-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
1016,CUX,IAX,01-09-2022,58110,Vegetarian entree,V,16,6
1896,IAX,PHX,03-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
1408,IAX,LAX,05-09-2022,58019,Belgium waffle,WF,20,20
1526,DEX,DTX,05-09-2022,58574,Belgium waffle,WF,6,6
1978,CLX,LAX,01-09-2022,58019,Belgium waffle,WF,9,5
1582,DEX,IAX,03-09-2022,60987,Impossible Meatball Bowl,V,14,8
1856,IAX,FLX,06-09-2022,60983,Zatar chicken,C,5,0
2012,DEX,CLX,09-09-2022,58981,Scrambled eggs,O,8,6
1286,IAX,SAX,09-09-2022,60987,Impossible Meatball Bowl,V,4,0
1175,SJX,SFX,12-09-2022,58110,Vegetarian entree,V,12,6
1069,IAX,LAX,13-09-2022,58981,Scrambled eggs,O,24,9
497,DEX,MSX,27-09-2022,60983,Zatar chicken,C,16,14
2483,SFX,HNX,30-09-2022,54759,Seared beef short rib,B,5,0
2663,ORX,DEX,11-09-2022,61360,Brioche cheeseburger,B,2,0
2300,LAX,IAX,14-09-2022,60987,Impossible Meatball Bowl,V,5,2
452,DEX,ORX,14-09-2022,60549,Vegetarian chili and polenta cake,V,8,4
2675,EWX,LAX,19-09-2022,56447,Kosher Meal,KS,2,0
381,ORX,PDX,20-09-2022,61360,Brioche cheeseburger,B,2,2
231,DCX,IAX,21-09-2022,58019,Belgium waffle,WF,16,6
619,IAX,TPX,21-09-2022,58766,Gingerbread French Toast,FT,1,0
673,DEX,IAX,23-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
2054,IAX,DEX,24-09-2022,58766,Gingerbread French Toast,FT,2,1
1679,IAX,DEX,26-09-2022,60987,Impossible Meatball Bowl,V,11,10
1726,SFX,OGX,29-09-2022,57484,Tomato and kale baked egg,E,19,0
2051,SFX,DEX,06-09-2022,61529,Zatar chicken,C,10,1
1768,DEX,DCX,06-09-2022,58981,Scrambled eggs,O,6,6
801,EWX,MCX,09-09-2022,58563,Tomato and kale baked egg,E,4,2
389,LAX,SEX,10-09-2022,60987,Impossible Meatball Bowl,V,5,0
574,SFX,ABX,11-09-2022,61524,Scrambled eggs,O,8,0
1494,IAX,DEX,13-09-2022,60983,Zatar chicken,C,22,14
1875,YVX,DEX,17-09-2022,61529,Zatar chicken,C,7,7
1549,IAX,DEX,20-09-2022,60983,Zatar chicken,C,22,20
453,SFX,ORX,26-09-2022,58981,Scrambled eggs,O,24,0
1808,PBX,EWX,29-09-2022,60987,Impossible Meatball Bowl,V,16,0
2189,DEX,FLX,02-09-2022,60983,Zatar chicken,C,18,0
2327,ORX,TPX,01-09-2022,58981,Scrambled eggs,O,10,10
1009,BOX,SFX,12-09-2022,58019,Belgium waffle,WF,9,4
748,ORX,BOX,14-09-2022,58563,Tomato and kale baked egg,E,1,0
926,LHX,IAX,14-09-2022,57661,Pearl couscous,V,3,0
641,YVX,DEX,15-09-2022,58090,Classic selection cheese tray,O,32,0
1623,IAX,PVX,15-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
584,ORX,DFX,16-09-2022,61530,Impossible Meatball Bowl,V,2,2
1666,SFX,BOX,22-09-2022,60987,Impossible Meatball Bowl,V,18,0
776,DEX,MCX,27-09-2022,58981,Scrambled eggs,O,7,0
1579,IAX,LAX,30-09-2022,60983,Zatar chicken,C,34,13
2426,IAX,ORX,01-09-2022,58764,Mediterranean Falafel Bowl,FB,1,0
1813,DEX,EWX,02-09-2022,58019,Belgium waffle,WF,18,7
2034,SFX,ORX,13-09-2022,60983,Zatar chicken,C,11,10
2046,DEX,TPX,14-09-2022,58563,Tomato and kale baked egg,E,3,0
1033,EWX,TPX,15-09-2022,60983,Zatar chicken,C,18,11
1828,IAX,LAX,16-09-2022,60983,Zatar chicken,C,10,0
1281,IAX,SJX,18-09-2022,60983,Zatar chicken,C,9,9
1406,BZX,IAX,19-09-2022,60987,Impossible Meatball Bowl,V,6,4
2385,LAX,IAX,20-09-2022,58019,Belgium waffle,WF,5,3
1903,IAX,GUX,26-09-2022,61360,Brioche cheeseburger,B,3,0
1724,SFX,KOX,05-09-2022,53014,Thai chicken,C,9,0
534,TPX,EWX,10-09-2022,58019,Belgium waffle,WF,8,0
1663,ORX,LAX,15-09-2022,61360,Brioche cheeseburger,B,4,2
5526,DEX,MKX,15-09-2022,57994,Classic selection cheese tray,O,2,0
1759,DEX,KOX,16-09-2022,58480,Spaghetti squash noodles,S,6,0
24,EWX,DUX,17-09-2022,57266,Butter spiral croissant,O,2,0
1810,IAX,FLX,18-09-2022,58563,Tomato and kale baked egg,E,4,0
344,BWX,IAX,21-09-2022,58574,Belgium waffle,WF,6,2
749,ORX,SEX,21-09-2022,58019,Belgium waffle,WF,10,5
1685,SFX,LIX,26-09-2022,53014,Thai chicken,C,9,9
2258,SNX,EWX,01-09-2022,60987,Impossible Meatball Bowl,V,5,2
1724,SFX,KOX,01-09-2022,61360,Brioche cheeseburger,B,1,0
2413,SMX,DEX,02-09-2022,60987,Impossible Meatball Bowl,V,6,3
2603,SMX,EWX,04-09-2022,53130,ASIAN VEGETARIAN MEAL,AV,1,1
2610,BOX,ORX,08-09-2022,61529,Zatar chicken,C,7,4
1443,EWX,PDX,09-09-2022,60983,Zatar chicken,C,10,0
2277,IAX,LAX,11-09-2022,53130,ASIAN VEGETARIAN MEAL,AV,4,4
2613,PDX,EWX,12-09-2022,60983,Zatar chicken,C,12,0
2385,LAX,IAX,14-09-2022,58272,Horchata steel cut oatmeal,OM,2,1
1422,DEX,SAX,02-09-2022,61360,Brioche cheeseburger,B,5,0
623,LAX,ORX,07-09-2022,58766,Gingerbread French Toast,FT,2,2
1822,ORX,DEX,08-09-2022,60987,Impossible Meatball Bowl,V,11,0
626,DEX,ORX,01-09-2022,60987,Impossible Meatball Bowl,V,7,7
2092,ORX,SEX,02-09-2022,60987,Impossible Meatball Bowl,V,5,4
648,DEX,LAX,02-09-2022,60983,Zatar chicken,C,10,0
666,STX,EWX,05-09-2022,60987,Impossible Meatball Bowl,V,8,0
212,ATX,SFX,03-09-2022,61529,Zatar chicken,C,7,7
327,IAX,SEX,06-09-2022,60549,Vegetarian chili and polenta cake,V,2,2
781,IAX,LAX,09-09-2022,60987,Impossible Meatball Bowl,V,5,5
1928,SFX,ORX,10-09-2022,58019,Belgium waffle,WF,7,4
612,ORX,IAX,01-09-2022,60987,Impossible Meatball Bowl,V,7,5
2403,LGX,DEX,02-09-2022,61530,Impossible Meatball Bowl,V,5,0
2480,ORX,LAX,03-09-2022,60987,Impossible Meatball Bowl,V,5,0
1662,IAX,PUX,05-09-2022,58019,Belgium waffle,WF,10,9
1131,SAX,IAX,06-09-2022,58109,Chicken breast entree,C,12,11
1884,SFX,DFX,01-09-2022,61529,Zatar chicken,C,7,6
1019,IAX,CUX,09-09-2022,60987,Impossible Meatball Bowl,V,8,4
2213,IAX,SEX,09-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
2136,EWX,MCX,10-09-2022,58019,Belgium waffle,WF,6,4
691,DEX,SEX,12-09-2022,60983,Zatar chicken,C,10,8
754,SFX,ATX,18-09-2022,61529,Zatar chicken,C,5,0
1182,LAX,IAX,19-09-2022,58981,Scrambled eggs,O,10,5
2446,ORX,PHX,19-09-2022,58019,Belgium waffle,WF,6,4
1934,SNX,ORX,20-09-2022,58019,Belgium waffle,WF,8,0
1017,IAX,CUX,21-09-2022,60987,Impossible Meatball Bowl,V,9,0
493,EWX,IAX,22-09-2022,58019,Belgium waffle,WF,9,0
414,IAX,MCX,27-09-2022,58019,Belgium waffle,WF,8,0
1195,ORX,SEX,29-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
545,DEX,SMX,30-09-2022,60987,Impossible Meatball Bowl,V,6,5
2234,ORX,FCX,03-09-2022,58563,Tomato and kale baked egg,E,1,0
1513,IAX,LIX,07-09-2022,58981,Scrambled eggs,O,7,0
1859,IAX,AUX,07-09-2022,61529,Zatar chicken,C,4,4
2054,IAX,DEX,14-09-2022,58563,Tomato and kale baked egg,E,1,0
1834,BNX,DEX,14-09-2022,61530,Impossible Meatball Bowl,V,5,1
2278,LAX,ORX,18-09-2022,60987,Impossible Meatball Bowl,V,36,12
1634,IAX,ORX,27-09-2022,61360,Brioche cheeseburger,B,3,0
525,DEX,CLX,27-09-2022,61360,Brioche cheeseburger,B,1,0
2433,DEX,GRX,30-09-2022,61360,Brioche cheeseburger,B,1,0
2363,LAX,ORX,03-09-2022,61360,Brioche cheeseburger,B,1,3
5296,BHX,DEX,04-09-2022,57994,Classic selection cheese tray,O,12,2
2111,ORX,SMX,05-09-2022,61530,Impossible Meatball Bowl,V,3,2
1780,EWX,RSX,05-09-2022,60983,Zatar chicken,C,6,5
244,DEX,TPX,05-09-2022,61360,Brioche cheeseburger,B,3,0
703,CLX,IAX,10-09-2022,60983,Zatar chicken,C,7,0
2085,ORX,SFX,14-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
2096,ORX,LAX,18-09-2022,60987,Impossible Meatball Bowl,V,36,10
2159,EWX,JAX,03-09-2022,61360,Brioche cheeseburger,B,1,0
1680,SFX,CUX,04-09-2022,58019,Belgium waffle,WF,9,0
2267,IAX,SAX,04-09-2022,60983,Zatar chicken,C,8,3
198,NRX,GUX,06-09-2022,53291,Loco moco,B,8,3
2333,SFX,MCX,06-09-2022,58019,Belgium waffle,WF,8,7
1032,PTX,IAX,07-09-2022,58106,Savory breakfast entree,BR,8,6
2416,RNX,DEX,11-09-2022,58090,Classic selection cheese tray,O,12,6
2259,DEX,BWX,11-09-2022,60983,Zatar chicken,C,9,0
1876,FLX,EWX,12-09-2022,61529,Zatar chicken,C,7,6
1917,IAX,PTX,15-09-2022,58563,Tomato and kale baked egg,E,1,1
1737,DEX,OGX,09-09-2022,58490,Teriyaki chicken,B,10,10
2661,EWX,DEX,09-09-2022,60987,Impossible Meatball Bowl,V,5,0
2347,SFX,DFX,16-09-2022,61530,Impossible Meatball Bowl,V,4,0
6185,IAX,PIX,19-09-2022,57994,Classic selection cheese tray,O,5,3
2433,DEX,GRX,21-09-2022,60983,Zatar chicken,C,10,0
1620,IAX,CUX,24-09-2022,58981,Scrambled eggs,O,18,0
1890,SFX,INX,24-09-2022,61530,Impossible Meatball Bowl,V,5,0
874,GUX,NRX,24-09-2022,40985,Braised beef top blade,B,10,3
1965,IAX,SEX,28-09-2022,58981,Scrambled eggs,O,7,6
2371,PHX,ORX,17-09-2022,60987,Impossible Meatball Bowl,V,8,0
1463,SEX,DEX,25-09-2022,58019,Belgium waffle,WF,10,6
2431,ORX,AUX,26-09-2022,58981,Scrambled eggs,O,14,14
231,DCX,IAX,27-09-2022,58019,Belgium waffle,WF,8,0
1288,SFX,BOX,29-09-2022,60983,Zatar chicken,C,11,0
2288,ORX,SMX,29-09-2022,58981,Scrambled eggs,O,6,0
225,EWX,PDX,01-09-2022,60987,Impossible Meatball Bowl,V,5,1
286,ORX,SNX,11-09-2022,58019,Belgium waffle,WF,8,8
2448,RSX,EWX,07-09-2022,58981,Scrambled eggs,O,10,10
746,FLX,DEX,03-09-2022,60983,Zatar chicken,C,12,12
2191,EWX,MSX,05-09-2022,58766,Gingerbread French Toast,FT,1,0
1765,SFX,IAX,06-09-2022,58019,Belgium waffle,WF,8,5
1030,LAX,DEX,07-09-2022,58766,Gingerbread French Toast,FT,3,1
1209,EWX,DFX,09-09-2022,60987,Impossible Meatball Bowl,V,3,4
1290,EWX,MCX,11-09-2022,60983,Zatar chicken,C,11,5
2425,LAX,BOX,12-09-2022,61360,Brioche cheeseburger,B,2,0
1632,ORX,IAX,14-09-2022,60549,Vegetarian chili and polenta cake,V,4,0
2200,IAX,DEX,29-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
790,DEX,SNX,11-09-2022,60987,Impossible Meatball Bowl,V,3,2
1084,IAX,CMX,13-09-2022,60983,Zatar chicken,C,13,0
1890,SFX,INX,21-09-2022,60987,Impossible Meatball Bowl,V,5,2
2372,DFX,SFX,25-09-2022,61524,Scrambled eggs,O,6,6
469,LAX,EWX,26-09-2022,53164,Vegetarian entree,VG,2,0
549,BWX,DEX,01-09-2022,58019,Belgium waffle,WF,8,0
1259,DEX,ONX,06-09-2022,60983,Zatar chicken,C,12,8
2275,EWX,RSX,08-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
1426,MKX,DEX,10-09-2022,60983,Zatar chicken,C,10,0
754,SFX,ATX,10-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
1750,SFX,OGX,10-09-2022,60458,Crispy Hawaiian garlic tofu,V,6,6
1277,LAX,CUX,12-09-2022,58019,Belgium waffle,WF,20,4
2333,SFX,MCX,14-09-2022,58563,Tomato and kale baked egg,E,2,0
1584,ORX,DFX,14-09-2022,61530,Impossible Meatball Bowl,V,4,1
1722,SFX,KOX,11-09-2022,58049,Cinnamon French toast,FT,3,0
1737,DEX,OGX,15-09-2022,58480,Spaghetti squash noodles,S,6,6
1562,DEX,SFX,18-09-2022,60987,Impossible Meatball Bowl,V,5,0
1220,LAX,OGX,19-09-2022,53014,Thai chicken,C,16,16
1232,EWX,DEX,19-09-2022,60983,Zatar chicken,C,11,0
407,DEX,LGX,24-09-2022,60987,Impossible Meatball Bowl,V,6,3
223,IAX,SFX,24-09-2022,53130,ASIAN VEGETARIAN MEAL,AV,1,1
1968,DEX,MSX,03-09-2022,61529,Zatar chicken,C,6,0
208,IAX,BOX,10-09-2022,55573,Seared beef short rib,B,10,0
659,EWX,IAX,10-09-2022,60987,Impossible Meatball Bowl,V,6,1
1826,DEX,CMX,12-09-2022,61529,Zatar chicken,C,8,8
2374,LAX,KOX,17-09-2022,58049,Cinnamon French toast,FT,12,5
515,LAX,JFX,19-09-2022,58488,Tapas,O2,8,8
1067,MEX,EWX,22-09-2022,58106,Savory breakfast entree,BR,5,2
732,PHX,SFX,22-09-2022,53154,Vegetarian entree,VG,2,0
488,SFX,IAX,15-09-2022,60987,Impossible Meatball Bowl,V,5,0
2665,ORX,SMX,17-09-2022,61530,Impossible Meatball Bowl,V,4,0
2602,DEX,RSX,22-09-2022,58563,Tomato and kale baked egg,E,2,0
1632,ORX,IAX,25-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
475,MEX,ORX,28-09-2022,58109,Chicken breast entree,C,7,6
2063,EWX,PUX,02-09-2022,60983,Zatar chicken,C,11,10
456,PHX,IAX,07-09-2022,58090,Classic selection cheese tray,O,20,0
2639,PDX,EWX,07-09-2022,58019,Belgium waffle,WF,8,0
2347,SFX,DFX,11-09-2022,61360,Brioche cheeseburger,B,2,0
1542,LAX,IAX,25-09-2022,60983,Zatar chicken,C,10,0
1245,EWX,DEX,26-09-2022,58574,Belgium waffle,WF,6,3
1974,EWX,IAX,28-09-2022,60983,Zatar chicken,C,9,7
722,EWX,MCX,30-09-2022,60983,Zatar chicken,C,8,10
413,SFX,MEX,30-09-2022,61360,Brioche cheeseburger,B,4,0
222,SFX,MCX,23-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
795,EWX,SAX,25-09-2022,58563,Tomato and kale baked egg,E,2,0
701,ORX,DEX,27-09-2022,60983,Zatar chicken,C,12,0
2327,ORX,TPX,30-09-2022,58563,Tomato and kale baked eggwhite pastry with fire ro,E,2,0
1508,DEX,SAX,30-09-2022,60983,Zatar chicken,C,18,10
1560,EWX,SAX,29-09-2022,58019,Belgium waffle,WF,4,2
1601,ORX,LAX,29-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
1924,IAX,LGX,19-09-2022,58019,Belgium waffle,WF,6,2
538,DEX,YVX,20-09-2022,58563,Tomato and kale baked egg,E,2,0
739,CMX,DEX,23-09-2022,58981,Scrambled eggs,O,7,3
735,ORX,SNX,27-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
1844,MIX,ORX,13-09-2022,61530,Impossible Meatball Bowl,V,5,5
1097,IAX,SJX,20-09-2022,58981,Scrambled eggs,O,5,0
2046,DEX,TPX,22-09-2022,58272,Horchata steel cut oatmeal,OM,1,0
1272,SFX,MEX,23-09-2022,61360,Brioche cheeseburger,B,3,0
2307,ORX,BOX,25-09-2022,60983,Zatar chicken,C,9,0
1486,DEX,YVX,27-09-2022,61360,Brioche cheeseburger,B,4,2
5265,DTX,DEX,28-09-2022,57994,Classic selection cheese tray,O,12,6
2446,ORX,PHX,16-09-2022,58019,Belgium waffle,WF,7,0
2672,IAX,SAX,19-09-2022,58563,Tomato and kale baked egg,E,1,0
2318,EWX,AUX,19-09-2022,58272,Horchata steel cut oatmeal,OM,3,0
1984,MSX,DEX,23-09-2022,61529,Zatar chicken,C,7,0
2301,SNX,DEX,25-09-2022,60983,Zatar chicken,C,10,10
2151,IAX,YYX,27-09-2022,58019,Belgium waffle,WF,8,6
2605,EWX,SAX,29-09-2022,61360,Brioche cheeseburger,B,6,0
1413,EWX,MIX,29-09-2022,60983,Zatar chicken,C,9,8
500,LAX,IAX,27-09-2022,61360,Brioche cheeseburger,B,4,2
1759,DEX,KOX,30-09-2022,58480,Spaghetti squash noodles,S,6,6
1751,FLX,IAX,26-09-2022,58981,Scrambled eggs,O,8,0
783,SAX,EWX,29-09-2022,60983,Zatar chicken,C,7,6
657,ORX,BOX,25-09-2022,60983,Zatar chicken,C,9,0
569,DEX,GRX,27-09-2022,61530,Impossible Meatball Bowl,V,3,0
490,DEX,IAX,27-09-2022,60987,Impossible Meatball Bowl,V,8,6
2065,LGX,DEX,24-09-2022,61524,Scrambled eggs,O,6,5
2274,DEX,BWX,26-09-2022,58272,Horchata steel cut oatmeal,OM,3,3
5413,DEX,HSX,27-09-2022,60985,Zatar chicken,C,7,4
1841,DEX,IAX,29-09-2022,58981,Scrambled eggs,O,18,0
1818,IAX,PLX,02-09-2022,58019,Belgium waffle,WF,7,7
1226,DEX,PDX,22-09-2022,60549,Vegetarian chili and polenta cake,V,1,0
194,ROX,MNX,02-09-2022,40980,Grilled chicken breast,C,6,0
1577,EWX,TPX,08-09-2022,61529,Zatar chicken,C,5,4
1472,EWX,SDX,21-09-2022,60987,Impossible Meatball Bowl,V,6,5
2327,ORX,TPX,23-09-2022,58981,Scrambled eggs,O,9,0
462,DEX,IAX,25-09-2022,60549,Vegetarian chili and polenta cake,V,3,0
278,IAX,SFX,09-09-2022,58019,Belgium waffle,WF,12,10
507,MSX,DEX,06-09-2022,58090,Classic selection cheese tray,O,12,0
2110,PIX,DEX,16-09-2022,58981,Scrambled eggs,O,20,0
1535,LAX,EWX,15-09-2022,53106,ASIAN VEGETARIAN MEAL,AV,1,1
2096,ORX,LAX,22-09-2022,60987,Impossible Meatball Bowl,V,18,0
2304,IAX,SAX,23-09-2022,60987,Impossible Meatball Bowl,V,2,2
2000,SFX,DEX,05-09-2022,60987,Impossible Meatball Bowl,V,14,4
2684,ORX,SAX,05-09-2022,61529,Zatar chicken,C,5,0
1740,SEX,DEX,05-09-2022,60983,Zatar chicken,C,10,10
1637,HNX,LAX,07-09-2022,60458,Crispy Hawaiian garlic tofu,V,7,0
2262,FLX,IAX,10-09-2022,58981,Scrambled eggs,O,10,10
451,ORX,ANX,11-09-2022,61360,Brioche cheeseburger,B,6,0
1084,IAX,CMX,12-09-2022,60549,Vegetarian chili and polenta cake,V,2,0
287,CLX,DEX,14-09-2022,60983,Zatar chicken,C,10,8
772,DEX,BNX,21-09-2022,58764,Mediterranean Falafel Bowl,FB,1,0
1842,SFX,IAX,21-09-2022,60983,Zatar chicken,C,22,15
398,DEX,ORX,22-09-2022,60987,Impossible Meatball Bowl,V,5,0
584,ORX,DFX,23-09-2022,58764,Mediterranean Falafel Bowl,FB,1,0
1050,CUX,EWX,24-09-2022,58110,Vegetarian entree,V,16,11
1605,SFX,BNX,24-09-2022,61360,Brioche cheeseburger,B,5,0
2241,SFX,MCX,02-09-2022,58563,Tomato and kale baked egg,E,1,1
1785,STX,EWX,03-09-2022,58109,Chicken breast entree,C,7,5
1881,SXX,EWX,04-09-2022,58109,Chicken breast entree,C,7,7
1545,DEX,MSX,06-09-2022,61530,Impossible Meatball Bowl,V,3,1
725,HNX,SFX,02-09-2022,60458,Crispy Hawaiian garlic tofu,V,10,7
1531,SFX,OGX,04-09-2022,58049,Cinnamon French toast,FT,14,14
438,DEX,SJX,05-09-2022,60983,Zatar chicken,C,10,0
1626,TPX,IAX,09-09-2022,58019,Belgium waffle,WF,10,0
2155,ORX,SAX,10-09-2022,61529,Zatar chicken,C,7,5
425,IAX,SFX,11-09-2022,58981,Scrambled eggs,O,7,0
2324,ORX,MCX,02-09-2022,58563,Tomato and kale baked egg,E,4,0
786,ORX,PWX,03-09-2022,58764,Mediterranean Falafel Bowl,V,2,0
1610,DEX,MCX,03-09-2022,61530,Impossible Meatball Bowl,V,4,1
2369,SFX,DEX,05-09-2022,58764,Mediterranean Falafel Bowl,V,1,0
