,flight_number,origin_station_code,destination_station_code,record_locator,scheduled_departure_date,score,arrival_delay_minutes,arrival_delay_group,cabin_name,entity,number_of_legs,seat_factor_band,loyalty_program_level,generation,fleet_type_description,fleet_usage,equipment_type_code,ua_uax,actual_flown_miles,haul_type,departure_gate,arrival_gate,international_domestic_indicator,response_group,media_provider,hub_spoke
26674,148,LHX,EWX,PSXXZF,2022-09-17,vegetarian entrée,-36,Early & Ontime,Economy Plus,Atlantic,1,80+,Non-Members,Gen X,B767-300,Mainline,76L,UA,3466,Long,232,C125,International,non-member,PANASONIC,spoke departure
26676,148,LHX,EWX,EDXX5S,2022-09-17,other (specify),-36,Early & Ontime,Business,Atlantic,1,80+,premier platinum,Millennial,B767-300,Mainline,76L,UA,3466,Long,232,C125,International,member,PANASONIC,spoke departure
26679,147,EWX,LHX,PFXXF4,2022-09-17,beef entrée,-16,Early & Ontime,Business,Atlantic,1,90+,premier gold,Gen X,B767-300,Mainline,76L,UA,3466,Long,C136,212,International,member,PANASONIC,hub departure
26680,942,LHX,EWX,L9XXT5,2022-09-17,other (specify),-42,Early & Ontime,Business,Atlantic,1,70+,premier gold,Silent,B767-300,Mainline,76L,UA,3466,Long,232,B63,International,member,PANASONIC,spoke departure
26681,147,EWX,LHX,APXX17,2022-09-17,vegetarian entrée,-16,Early & Ontime,Economy Plus,Atlantic,1,90+,non-elite,Millennial,B767-300,Mainline,76L,UA,3466,Long,C136,212,International,member,PANASONIC,hub departure
26685,942,LHX,EWX,J4XX0E,2022-09-17,chicken entrée,-42,Early & Ontime,Economy Plus,Atlantic,1,70+,non-elite,Boomer,B767-300,Mainline,76L,UA,3466,Long,232,B63,International,member,PANASONIC,spoke departure
26686,17,EWX,LHX,JMXXD7,2022-09-17,vegetarian entrée,-5,Early & Ontime,Economy Plus,Atlantic,1,90+,non-elite,Boomer,B767-300,Mainline,76L,UA,3466,Long,C74,247,International,member,PANASONIC,hub departure
26687,935,EWX,LHX,NXXXR0,2022-09-17,vegetarian entrée,-15,Early & Ontime,Business,Atlantic,1,90+,premier 1k,Gen X,B767-300,Mainline,76L,UA,3466,Long,C90,HOLD,International,member,PANASONIC,hub departure
26688,922,LHX,EWX,H6XXEZ,2022-09-17,chicken entrée,-59,Early & Ontime,United Premium Plus,Atlantic,1,0 to 70,Non-Members,Boomer,B767-300,Mainline,76L,UA,3466,Long,249,B65,International,non-member,PANASONIC,spoke departure
26689,980,EDX,IAX,J2XXVJ,2022-09-17,vegetarian entrée,-34,Early & Ontime,Economy Plus,Atlantic,2,90+,Non-Members,Boomer,B767-400,Mainline,76S,UA,3477,Long,4,C14,International,non-member,PANASONIC,spoke departure
26690,980,EDX,IAX,IYXX26,2022-09-17,chicken entrée,-34,Early & Ontime,Economy,Atlantic,2,90+,non-elite,Boomer,B767-400,Mainline,76S,UA,3477,Long,4,C14,International,member,PANASONIC,spoke departure
26693,980,EDX,IAX,CSXX3N,2022-09-17,chicken entrée,-34,Early & Ontime,Economy,Atlantic,2,90+,non-elite,Gen X,B767-400,Mainline,76S,UA,3477,Long,4,C14,International,member,PANASONIC,spoke departure
26698,272,BGX,EWX,L8XX0R,2022-09-17,chicken entrée,-64,Early & Ontime,Economy,Atlantic,2,80+,Non-Members,Millennial,B757-200,Mainline,75S,UA,3501,Long,F27,C133,International,non-member,PANASONIC,spoke departure
26699,944,LIX,IAX,JYXX48,2022-09-17,chicken entrée,204,Delayed,Economy,Atlantic,2,90+,non-elite,Millennial,B757-200,Mainline,75B,UA,3592,Long,41,C1,International,member,PANASONIC,spoke departure
26702,51,MAX,EWX,JTXX7R,2022-09-17,vegetarian entrée,-5,Early & Ontime,Economy Plus,Atlantic,1,90+,premier 1k,Gen X,B767-400,Mainline,76S,UA,3607,Long,A5,C120,International,member,PANASONIC,spoke departure
26703,51,MAX,EWX,L2XXNF,2022-09-17,vegetarian entrée,-5,Early & Ontime,Economy Plus,Atlantic,2,90+,premier platinum,Gen X,B767-400,Mainline,76S,UA,3607,Long,A5,C120,International,member,PANASONIC,spoke departure
26706,51,MAX,EWX,CEXXP5,2022-09-17,chicken entrée,-5,Early & Ontime,Economy,Atlantic,1,90+,non-elite,Gen X,B767-400,Mainline,76S,UA,3607,Long,A5,C120,International,member,PANASONIC,spoke departure
26707,57,CDX,EWX,FLXX03,2022-09-17,chicken entrée,3,Delayed,United Premium Plus,Atlantic,2,90+,premier silver,Boomer,B777-300,Mainline,77X,UA,3649,Long,A8,C123,International,member,PANASONIC,spoke departure
26710,57,CDX,EWX,C2XXFC,2022-09-17,chicken entrée,3,Delayed,Economy,Atlantic,1,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,3649,Long,A8,C123,International,member,PANASONIC,spoke departure
26711,58,EWX,CDX,HPXXHB,2022-09-17,chicken entrée,-18,Early & Ontime,Economy Plus,Atlantic,1,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,3649,Long,C98,A8,International,member,PANASONIC,hub departure
26716,58,EWX,CDX,BPXXTW,2022-09-17,vegetarian entrée,-18,Early & Ontime,Business,Atlantic,1,90+,premier platinum,Gen X,B777-300,Mainline,77X,UA,3649,Long,C98,A8,International,member,PANASONIC,hub departure
26720,71,EWX,AMX,CDXXJS,2022-09-17,other (specify),27,Delayed,Economy,Atlantic,1,90+,Non-Members,Gen Z,B777-200,Mainline,77N,UA,3657,Long,C71,D47,International,non-member,PANASONIC,hub departure
26721,71,EWX,AMX,FZXXZ7,2022-09-17,chicken entrée,27,Delayed,Economy Plus,Atlantic,1,90+,non-elite,Gen X,B777-200,Mainline,77N,UA,3657,Long,C71,D47,International,member,PANASONIC,hub departure
26725,72,AMX,EWX,FXXX4T,2022-09-17,sandwich/burger/wrap,-20,Early & Ontime,Business,Atlantic,1,80+,global services,Boomer,B777-200,Mainline,77E,UA,3657,Long,G8,C135,International,member,PANASONIC,spoke departure
26728,981,ORX,DUX,PMXXNB,2022-09-17,chicken entrée,20,Delayed,Economy Plus,Atlantic,1,90+,non-elite,Boomer,B757-200,Mainline,75S,UA,3674,Long,C11,HOLD,International,member,PANASONIC,hub departure
26729,919,IAX,LHX,HCXX95,2022-09-17,chicken entrée,-14,Early & Ontime,Economy,Atlantic,1,90+,non-elite,Millennial,B777-200,Mainline,77E,UA,3677,Long,C8,231,International,member,PANASONIC,hub departure
26733,926,LHX,IAX,OBXX5M,2022-09-17,vegetarian entrée,-48,Early & Ontime,Economy Plus,Atlantic,1,80+,premier platinum,Millennial,B767-300,Mainline,76L,UA,3677,Long,233,C7,International,member,PANASONIC,spoke departure
26734,920,LHX,IAX,NWXXB3,2022-09-17,chicken entrée,-20,Early & Ontime,Business,Atlantic,1,90+,global services,Boomer,B777-200,Mainline,77E,UA,3677,Long,239,C8,International,member,PANASONIC,spoke departure
26735,926,LHX,IAX,JEXX0E,2022-09-17,sandwich/burger/wrap,-48,Early & Ontime,Business,Atlantic,2,80+,premier silver,Silent,B767-300,Mainline,76L,UA,3677,Long,233,C7,International,member,PANASONIC,spoke departure
26737,925,IAX,LHX,G2XXK0,2022-09-17,vegetarian entrée,-1,Early & Ontime,Business,Atlantic,1,90+,non-elite,Boomer,B767-300,Mainline,76L,UA,3677,Long,C7,213,International,member,PANASONIC,hub departure
26741,999,BRX,EWX,ISXX6Z,2022-09-17,seafood entrée,-27,Early & Ontime,Business,Atlantic,1,80+,global services,Boomer,B777-300,Mainline,77X,UA,3681,Long,B15,B55,International,member,PANASONIC,spoke departure
26744,202,HNX,GUX,AVXX63,2022-09-17,chicken entrée,-9,Early & Ontime,Business,Pacific,1,90+,premier 1k,Gen X,B777-300,Mainline,77X,UA,3801,Long,G4,8,International,member,PANASONIC,spoke departure
26747,202,HNX,GUX,JHXXE0,2022-09-17,chicken entrée,-9,Early & Ontime,Economy,Pacific,3,90+,non-elite,Gen X,B777-300,Mainline,77X,UA,3801,Long,G4,8,International,member,PANASONIC,spoke departure
26748,202,HNX,GUX,DHXXBZ,2022-09-17,vegetarian entrée,-9,Early & Ontime,Economy Plus,Pacific,1,90+,premier platinum,Gen X,B777-300,Mainline,77X,UA,3801,Long,G4,8,International,member,PANASONIC,spoke departure
26750,164,IAX,MAX,GFXXR2,2022-09-17,chicken entrée,-27,Early & Ontime,Economy,Atlantic,3,90+,Non-Members,Gen Z,B767-400,Mainline,76S,UA,3817,Long,D26,71,International,non-member,PANASONIC,hub departure
26753,121,EWX,BCX,PRXX91,2022-09-17,chicken entrée,-36,Early & Ontime,Economy,Atlantic,1,90+,non-elite,Millennial,B767-400,Mainline,76S,UA,3848,Long,C128,217,International,member,PANASONIC,hub departure
26754,122,BCX,EWX,JPXX2R,2022-09-17,other (specify),-53,Early & Ontime,Economy Plus,Atlantic,2,90+,premier gold,Boomer,B767-400,Mainline,76S,UA,3848,Long,D21,B56,International,member,PANASONIC,spoke departure
26757,122,BCX,EWX,JPXX2R,2022-09-17,vegetarian entrée,-53,Early & Ontime,Economy Plus,Atlantic,2,90+,premier gold,Silent,B767-400,Mainline,76S,UA,3848,Long,D21,B56,International,member,PANASONIC,spoke departure
26760,915,CDX,IAX,GBXXQQ,2022-09-17,vegetarian entrée,16,Delayed,Economy Plus,Atlantic,2,90+,non-elite,Boomer,B777-200,Mainline,77N,UA,3861,Long,A8,C5,International,member,PANASONIC,spoke departure
26762,915,CDX,IAX,L5XX88,2022-09-17,chicken entrée,16,Delayed,United Premium Plus,Atlantic,1,90+,non-elite,Millennial,B777-200,Mainline,77N,UA,3861,Long,A8,C5,International,member,PANASONIC,spoke departure
26763,915,CDX,IAX,KZXX42,2022-09-17,other (specify),16,Delayed,Economy Plus,Atlantic,1,90+,Non-Members,Gen X,B777-200,Mainline,77N,UA,3861,Long,A8,C5,International,non-member,PANASONIC,spoke departure
26769,962,FRX,EWX,B7XX0G,2022-09-17,chicken entrée,-10,Early & Ontime,Economy Plus,Atlantic,1,90+,Non-Members,Boomer,B777-300,Mainline,77X,UA,3870,Long,Z20,B55,International,non-member,PANASONIC,spoke departure
26770,961,EWX,FRX,OLXXVG,2022-09-17,chicken entrée,-21,Early & Ontime,Economy,Atlantic,1,90+,Non-Members,Boomer,B777-300,Mainline,77X,UA,3870,Long,C138,A20,International,non-member,PANASONIC,hub departure
26774,961,EWX,FRX,DQXX1G,2022-09-17,other (specify),-21,Early & Ontime,Economy,Atlantic,1,90+,Non-Members,Millennial,B777-300,Mainline,77X,UA,3870,Long,C138,A20,International,non-member,PANASONIC,hub departure
26777,962,FRX,EWX,LKXXNN,2022-09-17,chicken entrée,-10,Early & Ontime,Business,Atlantic,1,90+,premier 1k,Boomer,B777-300,Mainline,77X,UA,3870,Long,Z20,B55,International,member,PANASONIC,spoke departure
26781,951,IAX,BRX,ILXXWF,2022-09-17,vegetarian entrée,-18,Early & Ontime,Economy,Atlantic,1,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,3892,Long,C4,B17,International,member,PANASONIC,hub departure
26784,952,BRX,IAX,HLXXCV,2022-09-17,chicken entrée,-24,Early & Ontime,Economy,Atlantic,2,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,3892,Long,B05,C4,International,member,PANASONIC,spoke departure
26785,952,BRX,IAX,PJXXJ3,2022-09-17,chicken entrée,-24,Early & Ontime,United Premium Plus,Atlantic,1,90+,premier platinum,Boomer,B777-300,Mainline,77X,UA,3892,Long,B05,C4,International,member,PANASONIC,spoke departure
26789,951,IAX,BRX,FLXXLF,2022-09-17,chicken entrée,-18,Early & Ontime,Economy,Atlantic,1,90+,premier silver,Boomer,B777-300,Mainline,77X,UA,3892,Long,C4,B17,International,member,PANASONIC,hub departure
26793,253,HNX,IAX,EQXXP4,2022-09-17,chicken entrée,-11,Early & Ontime,Economy Plus,Domestic,1,90+,Non-Members,Boomer,B777-200,Mainline,77G,UA,3904,Long,G3,E5,Domestic,non-member,PANASONIC,spoke departure
26794,253,HNX,IAX,C5XXKV,2022-09-17,chicken entrée,-11,Early & Ontime,Business,Domestic,1,90+,non-elite,Boomer,B777-200,Mainline,77G,UA,3904,Long,G3,E5,Domestic,member,PANASONIC,spoke departure
26796,253,HNX,IAX,IXXXY7,2022-09-17,chicken entrée,-11,Early & Ontime,Economy Plus,Domestic,1,90+,non-elite,Boomer,B777-200,Mainline,77G,UA,3904,Long,G3,E5,Domestic,member,PANASONIC,spoke departure
26801,254,IAX,HNX,PCXX0T,2022-09-17,chicken entrée,-10,Early & Ontime,Economy Plus,Domestic,3,90+,premier gold,Boomer,B777-200,Mainline,77M,UA,3904,Long,E7,G5,Domestic,member,PANASONIC,hub departure
26802,253,HNX,IAX,B4XXS6,2022-09-17,chicken entrée,-11,Early & Ontime,Economy Plus,Domestic,2,90+,non-elite,Boomer,B777-200,Mainline,77G,UA,3904,Long,G3,E5,Domestic,member,PANASONIC,spoke departure
26806,136,ZRX,EWX,MZXX70,2022-09-17,sandwich/burger/wrap,1,Delayed,Economy,Atlantic,1,90+,Non-Members,Gen X,B767-300,Mainline,76L,UA,3946,Long,E43,B67A,International,non-member,PANASONIC,spoke departure
26808,136,ZRX,EWX,H5XXCJ,2022-09-17,chicken entrée,1,Delayed,United Premium Plus,Atlantic,1,90+,premier platinum,Boomer,B767-300,Mainline,76L,UA,3946,Long,E43,B67A,International,member,PANASONIC,spoke departure
26809,136,ZRX,EWX,CFXXD1,2022-09-17,other (specify),1,Delayed,Economy,Atlantic,1,90+,Non-Members,Millennial,B767-300,Mainline,76L,UA,3946,Long,E43,B67A,International,non-member,PANASONIC,spoke departure
26811,960,LHX,ORX,HWXXR5,2022-09-17,vegetarian entrée,-35,Early & Ontime,Economy Plus,Atlantic,1,90+,premier silver,Gen X,B767-300,Mainline,76L,UA,3953,Long,247,M35W,International,member,PANASONIC,spoke departure
26813,960,LHX,ORX,H4XXDG,2022-09-17,chicken entrée,-35,Early & Ontime,Economy Plus,Atlantic,1,90+,non-elite,Boomer,B767-300,Mainline,76L,UA,3953,Long,247,M35W,International,member,PANASONIC,spoke departure
26817,964,BEX,EWX,GXXXBZ,2022-09-17,vegetarian entrée,-75,Early & Ontime,Economy Plus,Atlantic,1,90+,premier platinum,Millennial,B767-400,Mainline,76S,UA,3986,Long,D17,B56,International,member,PANASONIC,spoke departure
26820,964,BEX,EWX,MKXX5G,2022-09-17,chicken entrée,-75,Early & Ontime,Economy,Atlantic,2,90+,Non-Members,Millennial,B767-400,Mainline,76S,UA,3986,Long,D17,B56,International,non-member,PANASONIC,spoke departure
26821,19,MXX,EWX,FDXXJ1,2022-09-17,vegetarian entrée,-19,Early & Ontime,Economy,Atlantic,2,90+,Non-Members,Millennial,B777-200,Mainline,77U,UA,4010,Long,B53,B62,International,non-member,PANASONIC,spoke departure
26824,19,MXX,EWX,L0XX4W,2022-09-17,chicken entrée,-19,Early & Ontime,Economy Plus,Atlantic,1,90+,Non-Members,Boomer,B777-200,Mainline,77U,UA,4010,Long,B53,B62,International,non-member,PANASONIC,spoke departure
26827,32,MUX,EWX,A8XXBH,2022-09-17,other (specify),-11,Early & Ontime,Economy,Atlantic,1,90+,non-elite,Gen X,B777-200,Mainline,77U,UA,4052,Long,H14,C121,International,member,PANASONIC,spoke departure
26828,31,EWX,MUX,G7XXLY,2022-09-17,vegetarian entrée,-9,Early & Ontime,Business,Atlantic,1,90+,premier 1k,Millennial,B777-200,Mainline,77E,UA,4052,Long,C135,H14,International,member,PANASONIC,hub departure
26831,992,BCX,IAX,D0XXRT,2022-09-17,chicken entrée,-29,Early & Ontime,Economy Plus,Atlantic,1,90+,non-elite,Boomer,B767-400,Mainline,76S,UA,4060,Long,D18,C1,International,member,PANASONIC,spoke departure
26834,992,BCX,IAX,K3XXEK,2022-09-17,chicken entrée,-29,Early & Ontime,Economy,Atlantic,1,90+,non-elite,Boomer,B767-400,Mainline,76S,UA,4060,Long,D18,C1,International,member,PANASONIC,spoke departure
26836,990,IAX,FRX,DKXX22,2022-09-17,chicken entrée,32,Delayed,Economy,Atlantic,2,90+,Non-Members,Gen X,B777-300,Mainline,77X,UA,4082,Long,C2,A22,International,non-member,PANASONIC,hub departure
26838,989,FRX,IAX,EHXXTK,2022-09-17,chicken entrée,-3,Early & Ontime,Economy,Atlantic,1,90+,Non-Members,Silent,B777-300,Mainline,77X,UA,4082,Long,Z22,C2,International,non-member,PANASONIC,spoke departure
26842,909,AMX,ORX,L8XXF9,2022-09-17,sandwich/burger/wrap,-13,Early & Ontime,Business,Atlantic,1,90+,non-elite,Boomer,B787-8,Mainline,78H,UA,4120,Long,G3,M33,International,member,PANASONIC,spoke departure
26846,987,CDX,ORX,EWXXYE,2022-09-17,chicken entrée,-18,Early & Ontime,Economy Plus,Atlantic,1,90+,non-elite,Boomer,B787-9,Mainline,78P,UA,4153,Long,A4,M30,International,member,PANASONIC,spoke departure
26847,987,CDX,ORX,CEXX5B,2022-09-17,chicken entrée,-18,Early & Ontime,Economy,Atlantic,1,90+,Non-Members,Gen X,B787-9,Mainline,78P,UA,4153,Long,A4,M30,International,non-member,PANASONIC,spoke departure
26853,349,OGX,ORX,HRXXB0,2022-09-17,chicken entrée,-10,Early & Ontime,Economy,Domestic,1,90+,non-elite,Boomer,B787-8,Mainline,78H,UA,4184,Long,39,B16,Domestic,member,PANASONIC,spoke departure
26855,203,ORX,OGX,H7XXKY,2022-09-17,other (specify),17,Delayed,Economy,Domestic,1,90+,non-elite,Boomer,B787-8,Mainline,78H,UA,4184,Long,C16,39,Domestic,member,PANASONIC,hub departure
26858,349,OGX,ORX,F4XX0G,2022-09-17,chicken entrée,-10,Early & Ontime,Business,Domestic,2,90+,premier silver,Boomer,B787-8,Mainline,78H,UA,4184,Long,39,B16,Domestic,member,PANASONIC,spoke departure
26859,349,OGX,ORX,BYXXXR,2022-09-17,chicken entrée,-10,Early & Ontime,Economy,Domestic,1,90+,Non-Members,Millennial,B787-8,Mainline,78H,UA,4184,Long,39,B16,Domestic,non-member,PANASONIC,spoke departure
26863,115,PPX,SFX,CHXXW0,2022-09-17,sandwich/burger/wrap,-35,Early & Ontime,Economy Plus,Pacific,1,80+,non-elite,Boomer,B787-9,Mainline,78P,UA,4188,Long,61,G5,International,member,PANASONIC,spoke departure
26866,115,PPX,SFX,IYXXCH,2022-09-17,other (specify),-35,Early & Ontime,Economy,Pacific,1,80+,non-elite,Gen X,B787-9,Mainline,78P,UA,4188,Long,61,G5,International,member,PANASONIC,spoke departure
26867,115,PPX,SFX,AHXXP8,2022-09-17,other (specify),-35,Early & Ontime,Business,Pacific,1,80+,non-elite,Boomer,B787-9,Mainline,78P,UA,4188,Long,61,G5,International,member,PANASONIC,spoke departure
26868,115,PPX,SFX,M7XXJG,2022-09-17,chicken entrée,-35,Early & Ontime,Economy,Pacific,1,80+,premier silver,Gen X,B787-9,Mainline,78P,UA,4188,Long,61,G5,International,member,PANASONIC,spoke departure
26871,115,PPX,SFX,JNXX1G,2022-09-17,seafood entrée,-35,Early & Ontime,Business,Pacific,1,80+,premier silver,Boomer,B787-9,Mainline,78P,UA,4188,Long,61,G5,International,member,PANASONIC,spoke departure
26873,115,PPX,SFX,BHXX6V,2022-09-17,other (specify),-35,Early & Ontime,Economy,Pacific,1,80+,non-elite,Gen X,B787-9,Mainline,78P,UA,4188,Long,61,G5,International,member,PANASONIC,spoke departure
26874,68,KOX,ORX,N9XXVQ,2022-09-17,chicken entrée,-4,Early & Ontime,Economy,Domestic,1,70+,Non-Members,Boomer,B787-10,Mainline,78J,UA,4215,Long,2,B17,Domestic,non-member,PANASONIC,spoke departure
26877,219,HNX,ORX,IWXXRE,2022-09-17,other (specify),-44,Early & Ontime,Economy,Domestic,1,90+,Non-Members,Boomer,B787-10,Mainline,78J,UA,4244,Long,G2,C29,Domestic,non-member,PANASONIC,spoke departure
26878,219,HNX,ORX,K4XXFY,2022-09-17,vegetarian entrée,-44,Early & Ontime,Economy,Domestic,1,90+,non-elite,Millennial,B787-10,Mainline,78J,UA,4244,Long,G2,C29,Domestic,member,PANASONIC,spoke departure
26880,220,ORX,HNX,MMXXQV,2022-09-17,other (specify),0,Early & Ontime,Economy,Domestic,2,90+,premier gold,Boomer,B787-10,Mainline,78J,UA,4244,Long,B17,G2,Domestic,member,PANASONIC,hub departure
26885,219,HNX,ORX,IWXXG8,2022-09-17,chicken entrée,-44,Early & Ontime,Economy,Domestic,1,90+,Non-Members,Boomer,B787-10,Mainline,78J,UA,4244,Long,G2,C29,Domestic,non-member,PANASONIC,spoke departure
26886,219,HNX,ORX,I8XX0W,2022-09-17,chicken entrée,-44,Early & Ontime,Economy,Domestic,1,90+,non-elite,Boomer,B787-10,Mainline,78J,UA,4244,Long,G2,C29,Domestic,member,PANASONIC,spoke departure
26887,220,ORX,HNX,IFXXMB,2022-09-17,other (specify),0,Early & Ontime,United Premium Plus,Domestic,2,90+,premier silver,Silent,B787-10,Mainline,78J,UA,4244,Long,B17,G2,Domestic,member,PANASONIC,hub departure
26891,107,IAX,MUX,BZXX73,2022-09-17,beef entrée,-4,Early & Ontime,United Premium Plus,Atlantic,2,90+,Non-Members,Boomer,B777-200,Mainline,77U,UA,4263,Long,D15,H02,International,non-member,PANASONIC,hub departure
26892,107,IAX,MUX,IRXXHB,2022-09-17,chicken entrée,-4,Early & Ontime,Economy,Atlantic,2,90+,Non-Members,Gen X,B777-200,Mainline,77U,UA,4263,Long,D15,H02,International,non-member,PANASONIC,hub departure
26894,42,FCX,EWX,EQXXTM,2022-09-17,sandwich/burger/wrap,-14,Early & Ontime,United Premium Plus,Atlantic,1,90+,non-elite,Gen X,B777-300,Mainline,77X,UA,4292,Long,E42,B54,International,member,PANASONIC,spoke departure
26896,42,FCX,EWX,F0XX4G,2022-09-17,vegetarian entrée,-14,Early & Ontime,Economy Plus,Atlantic,1,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,4292,Long,E42,B54,International,member,PANASONIC,spoke departure
26897,510,FCX,EWX,I6XX3E,2022-09-17,other (specify),26,Delayed,Business,Atlantic,1,90+,premier 1k,Boomer,B777-200,Mainline,77U,UA,4292,Long,E33,C123,International,member,PANASONIC,spoke departure
26900,42,FCX,EWX,PMXX9G,2022-09-17,chicken entrée,-14,Early & Ontime,Economy,Atlantic,1,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,4292,Long,E42,B54,International,member,PANASONIC,spoke departure
26902,41,EWX,FCX,M9XXVZ,2022-09-17,chicken entrée,-12,Early & Ontime,Economy,Atlantic,1,90+,non-elite,Boomer,B777-300,Mainline,77X,UA,4292,Long,C110,*710,International,member,PANASONIC,hub departure
26908,510,FCX,EWX,LMXXJG,2022-09-17,vegetarian entrée,26,Delayed,Economy,Atlantic,1,90+,Non-Members,Boomer,B777-200,Mainline,77U,UA,4292,Long,E33,C123,International,non-member,PANASONIC,spoke departure
26909,510,FCX,EWX,LXXX6M,2022-09-17,other (specify),26,Delayed,Economy,Atlantic,1,90+,non-elite,Millennial,B777-200,Mainline,77U,UA,4292,Long,E33,C123,International,member,PANASONIC,spoke departure
26911,946,FRX,ORX,K2XX4S,2022-09-17,other (specify),-11,Early & Ontime,United Premium Plus,Atlantic,1,90+,non-elite,Boomer,B787-8,Mainline,78H,UA,4344,Long,Z22,M30,International,member,PANASONIC,spoke departure
26913,908,ORX,FRX,MZXXMW,2022-09-17,chicken entrée,-14,Early & Ontime,Economy,Atlantic,2,90+,Non-Members,Gen X,B787-10,Mainline,78J,UA,4344,Long,B16,*V12,International,non-member,PANASONIC,hub departure
26916,966,NAX,EWX,P8XXRS,2022-09-17,chicken entrée,-19,Early & Ontime,Economy Plus,Atlantic,1,90+,non-elite,Boomer,B767-300,Mainline,76A,UA,4416,Long,B10,B57,International,member,PANASONIC,spoke departure
26918,965,EWX,NAX,OJXXHJ,2022-09-17,beef entrée,-29,Early & Ontime,Business,Atlantic,1,90+,Non-Members,Gen X,B767-300,Mainline,76A,UA,4416,Long,C136,52,International,non-member,PANASONIC,hub departure
26919,965,EWX,NAX,JJXXM6,2022-09-17,chicken entrée,-29,Early & Ontime,Economy Plus,Atlantic,2,90+,premier silver,Boomer,B767-300,Mainline,76A,UA,4416,Long,C136,52,International,member,PANASONIC,hub departure
26921,966,NAX,EWX,PMXX0Y,2022-09-17,chicken entrée,-19,Early & Ontime,Economy Plus,Atlantic,1,90+,non-elite,Gen X,B767-300,Mainline,76A,UA,4416,Long,B10,B57,International,member,PANASONIC,spoke departure
